title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
HR Generalist (HR менеджер с функциями КДП),350000 - 400000 KZT,Астана,БАЙБАЛИН,20-11-2025 19:04:59,"Опыт работы в HR от 2–3 лет. Уверенный подбор, оценка, адаптация персонала. Управление конфликтами. Знание трудового законодательства и документооборота. ",Полный цикл подбора сотрудников (50+ чел). Ведение кадровых документов. Система адаптации и сопровождение новичков. Контроль дисциплины и стандарта сервиса. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127929752
HR-менеджер (замещение декретницы),,Алматы,Интер Камень,17-11-2025 10:26:51,Опыт работы <highlighttext>менеджером</highlighttext> <highlighttext>по</highlighttext> <highlighttext>персоналу</highlighttext> или <highlighttext>HR</highlighttext>-<highlighttext>специалистом</highlighttext> от 3 лет. Знание современных методов подбора персонала. Понимание основных HR-процессов...,"Ведение полного цикла подбора персонала (публикация вакансий, поиск, проведение собеседований, адаптация сотрудников). Ведение HR-документации и взаимодействие с руководителями подразделений. ","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127767018
Менеджер по персоналу/HR менеджер,250000 - 600000 KZT,Алматы,Жалилов Азамат,20-11-2025 18:21:01,"Высшее образование (управление персоналом, психология, бизнес или смежные направления). - Опыт работы в HR-функции: минимум 2–3 года (рекрутмент, кадровое...","Формат работы: Офисная работа — Алматы. - Проведение полного цикла подбора персонала: составление описаний вакансий, размещение объявлений, интервью, оценка кандидатов, предложение офферов. - ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127929285
HR-рекрутер / Менеджер по подбору персонала,200000 - 350000 KZT,Актобе,JadyraS,20-11-2025 09:21:17,"Опыт работы HR-рекрутером и найма продающего персонала от 6 месяцев, 1C, enbek.kz. Знание как везти документацию. ",Работа с HeadHunter и другими сайтами по поиску (обработка откликов и прямой поиск резюме по критериям). Взаимодействие с потенциальными кандидатами...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127761752
HR Director,,Алматы,Globerce Inc.,10-11-2025 14:34:00,Опыт работы HR-директором / руководителем HR-функции от 7 лет. Опыт работы в IT-компании ОБЯЗАТЕЛЬНО - понимание специфики IT-рынка...,"Управление HR-командой (подбор, развитие, компенсации и льготы, обучение, внутренние коммуникации и культура). Построение системы управления эффективностью. Участие в формировании...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127480291
HR менеджер,350000 KZT,Кокшетау,CAKE GLOBAL,24-10-2025 11:58:39,"Опыт работы в HR не менее 2–3 лет. Умение мыслить не только как рекрутер, но как партнёр по бизнесу. ","Формировать сильную команду — от подбора до адаптации и развития. Выстраивать HR-процессы с нуля или «по уму»: подбор, онбординг, мотивация...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126908062
HR менеджер,250000 - 500000 KZT,Атырау,Каукенов М.А.,12-11-2025 12:39:55,"Опыт в HR от 1 года. - Навыки подбора и общения с разными людьми. - Ответственность, инициативность и любовь к порядку. *","Активный подбор персонала: продавцы, склад, офис — твоя зона! - Проведение собеседований и адаптация новых сотрудников. - Помощь в развитии корпоративной культуры. - ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127582134
HR manager,400000 - 450000 KZT,Астана,Профи центр АСТ,12-11-2025 14:18:25,Опыт работы HR-bp в подборе персонала (предпочтительно — в общепите). * Знание всех HR-функций: от рекрутинга до развития корпоративной культуры. * ,"Разработка , оптимизация и реализация HR-стратегии в соответствии с целями компании. * Подбор, адаптации, обучение, развитие и удержание персонала. * ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127594801
HR менеджер,,Алматы,"BCC INVEST, AO",28-10-2025 10:58:24,Опыт работы в подборе персонала от 1 года. Знание методов поиска и оценки кандидатов. Умение работать с различными инструментами подбора...,"Полный цикл подбора персонала: от размещения вакансий до отбора кандидатов. Поиск и привлечение кандидатов через различные каналы (hh.kz, LinkedIn и...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127048231
HR Admin Trainee,,Алматы,Байерсдорф Казахстан,20-11-2025 08:44:05,"Previous experience in a similar role will be an advantage but not required. Proficiency in Microsoft Office (Word, Outlook, Excel...",Coordinating reception work and supporting daily office activities. Managing internal document flow (registration of incoming/outgoing correspondence). Coordinate business travel...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Проектная работа,https://hh.ru/vacancy/126372741
HR менеджер,350000 - 450000 KZT,Астана,AB-group,13-11-2025 14:10:49,Опыт работы в рекрутинге от полугода. Опыт работы в рекрутинге в ресторанной сфере будет преимуществом. Желание развиваться в сфере HR.,Размещать вакансии в различных ресурсах. Поиск кандидатов для закрытия актуальных вакансий. Проведение телефонных интервью. Проведение первичных собеседований. Адаптация сотрудников/ онбординг. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127272555
HR- менеджер,400000 - 600000 KZT,Алматы,MYTIBET.KZ,25-10-2025 12:54:12,"Имеет опыт в подборе топовых специалистов от 3 лет. Имеет опыт работы с ведением КДП. Коммуникабелен, умеет выстраивать контакт с...",Подбор персонала (ключевое направление). — эффективный поиск и подбор персонала всех уровней — от линейных специалистов и администраторов до руководителей подразделений. — ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126935390
Менеджер по персоналу HR в студию дизайна интерьеров,,Алматы,Студия 40,15-11-2025 09:01:13,"11 лет опыта работы. - Высшее образование. - Опыт работы в HR с распределёнными командами, (желательно в студии дизайна интерьеров или архитектурной...","Подбор персонала, отбор и оценка кандидатов, развитие потенциала команды, мониторинг мотивации и вовлечённости сотрудников (дизайнеры-визуализаторы, дизайнеры-проектировщики), распределённая команда.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127741487
HR - Менеджер (HRD),400000 KZT,Алматы,35 HEALTH CLUBS KAZAKHSTAN,19-11-2025 11:35:56,Имеете опыт работы на руководящей HR-позиции от 3 лет. - Понимаете HR-процессы в крупной сети и умеете внедрять стандарты.,"35’ Health Club — первая в Центральной Азии франшиза немецкой системы тренировок для восстановления физической активности, похудения/набора массы и улучшения...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127747900
HR менеджер на проекты BI Education,,Астана,BI Group,31-10-2025 15:48:03,"Опыт работы в HR не менее 2 лет, желательно в образовательной среде или сфере услуг. Знание трудового законодательства РК. ","1. Подбор и адаптация персонала. Полный цикл подбора сотрудников. Организация и проведение собеседований. Организация онбординга для новых сотрудников, включая welcome...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127187944
Специалист по кадровому делопроизводству/HR менеджер,300000 - 300000 KZT,Алматы,Алматинский Завод Мостовых Конструкций,13-11-2025 14:18:25,Высшее образование. Опыт САМОСТОЯТЕЛЬНОГО ведения КДП в полном объеме !,"Ведение учета личного состава предприятия, его подразделений в программе 1С-ERP. Оформление приема, перевода, увольнения работников. Подготовка приказов, оформление...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127635912
HR специалист автосервиса,200000 KZT,Актобе,ADALSERVICE,14-11-2025 16:02:39,"HR для автосервиса ADAL Service — это специалист, который отвечает за полный цикл работы с персоналом и обеспечивает стабильность команды. ",,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127721607
Координатор отдела внутренних коммуникаций (HR департамент),,Алматы,Home Credit Bank,24-10-2025 13:03:08,"Имеешь высшее образование. Уже участвовал(а) в проектных или коммуникационных инициативах (внутренние коммуникации, бренд, мерч, HR-проекты - будет преимуществом). ","Курировать проект внутреннего магазина корпоративного мерча. Координировать процесс подбора, производства и обновления ассортимента. Взаимодействовать с подрядчиками: готовить технические задания, согласовывать...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126911704
Рекрутер / HR Менеджер (Менеджер по подбору персонала),200000 KZT,Алматы,CraneCult,13-11-2025 15:22:57,Готовы много учиться и выполнять планы по найму сотрудников. Опыт работы на позиции рекрутера от 1 года. Есть желание развиваться...,Предварительный отбор резюме. Приглашение кандидатов на собеседование. Активное проведение первичных и вторичных интервью. Найм кандидатов. Создание и редактирование вакансий компании. ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127641408
Менеджер по подбору персонала (HR рекрутер),250000 - 400000 KZT,Алматы,Ybyrai.online,29-10-2025 15:01:22,Опыт работы в подборе персонала от 1 года (в HR-агентстве или внутри компании). Навыки интервьюирования и оценки soft skills. ,"Полный цикл подбора персонала: размещение вакансий, отбор резюме, собеседования, сопровождение кандидатов. Составление и обновление описаний вакансий. Подбор специалистов в разные...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127110820
HR менеджер\рекрутер,300000 - 400000 KZT,Астана,БЕРКУТ-2016,17-11-2025 08:23:42,Стрессоустойчивость. Умение работать в режиме многозадачности. Коммуникабельность. Умение анализировать полученные данные. Организационные навыки.,Подбор и найм персонала. Проведение собеседований. Проведение анкетировании. Организация тимбилдингов. Работать с документацией.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127694570
Ассистент Руководителя/Офис-менеджер/HR помощник,250000 KZT,Алматы,Юридическая Фирма Synergy Partners,11-11-2025 09:18:09,"Усидчивость, поскольку работа в офисе. Умение доводить все дела до конца. Вежливость, коммуникабельность и дипломатичность.","Помогать в HR работе. Сканировать документы, вести учет документов. Выполнение поручений руководства. Выезд для передачи оригиналов документов.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127503426
人事主管/HRBP/HR Business Partner,600000 - 1200000 KZT,Алматы,"Shanghai Hongxin Construction Development Co., Ltd",20-11-2025 06:13:18,"Bachelor's degree or above, with more than 5 years of human resource-related work experience, among which at least...","Ensure that the <highlighttext>human</highlighttext> <highlighttext>resource</highlighttext> <highlighttext>management</highlighttext> of business departments complies with local labor laws and regulations in Kazakhstan, promptly communicate...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/126892553
HR-специалист,150000 - 150000 KZT,Астана,ChistoClean,07-11-2025 12:56:45,В клининговую. - Умение быстро реагировать. - Коммуникабельность. - Собранность. - Знание ПК. - Знание русского и казахского языков.,,"{'id': 'shift', 'name': 'Сменный график'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127406034
HR-менеджер / Специалист по персоналу,200000 - 350000 KZT,Алматы,Высшая Школа Экономики ИПБА,10-11-2025 12:08:59,"Позитивный настрой, открытость, эмпатия. Грамотная устная и письменная речь. Навыки деловой переписки и общения. Внимательность к деталям, ответственность, системность. ","Проведение первичных и финальных собеседований. Мониторинг удовлетворённости сотрудников и участие в решении возникающих вопросов. Ведение базы кандидатов, публикация вакансий, работа...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127469506
HR manager,,Шымкент,BI Group,10-11-2025 11:59:49,"Опыт работы в сфере управления персоналом от 3-х лет. Высшее образование (предпочтительно в области HR, менеджмента, психологии и социологии). ",Планировать обучение сотрудников совместно с коллегами. Участие в оценке персонала. Выстраивать и контролировать актуальность индивидуального плана развития сотрудников. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127468651
